;REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
1;NORDESTE;BA;BELO CAMPO;BOMBA;01420.014303/2011-92;CERTIFICADA;229/2012;31/12/2012;54160.002432/2013-74;
1;NORDESTE;BA;TREMEDAL;AGRESTE;01420.014304/2011-37;CERTIFICADA;229/2012;31/12/2012;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;TURILÂNDIA;TURIMIRIM;01420.000607/2012-53;CERTIFICADA;229/2012;31/12/2012;54230.008082/2011-17;
1;NORDESTE;BA;BOM JESUS DA LAPA;FORTALEZA;01420.004842/2012-02;CERTIFICADA;229/2012;31/12/2012;54160.000652/2013-63;
1;NORDESTE;BA;SERRA DO RAMALHO;BARREIRO GRANDE;01420.004841/2012-50;CERTIFICADA;229/2012;31/12/2012;54160.002232/2013-11;
1;NORDESTE;BA;SERRA DO RAMALHO;ÁGUA FRIA;01420.004840/2012-13;CERTIFICADA;229/2012;31/12/2012;54160.002234/2013-19;
1;NORDESTE;MA;LIMA CAMPOS;MORADA NOVA;01420.005174/2012-22;CERTIFICADA;229/2012;31/12/2012;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;LIMA CAMPOS;NOVA LUZ;01420.005162/2012-06;CERTIFICADA;229/2012;31/12/2012;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MATINHA;BOM JESUS;01420.006071/2012-80;CERTIFICADA;229/2012;31/12/2012;54230.002030/2008-31;
1;NORDESTE;MA;MATINHA;MÓ SÃO CAETANO;01420.006072/2012-24;CERTIFICADA;229/2012;31/12/2012;54230.004133/2011-31 ;
1;NORDESTE;MA;OLINDA NOVA DO MARANHÃO;CURVA DA MANGUEIRA;01420.006049/2012-30;CERTIFICADA;229/2012;31/12/2012;54230.004501/2011-41 ;
1;NORTE;AP;MACAPÁ;CURIAÚ;08100.004127/1997-23;CERTIFICADA;28/2013;13/03/2013;NÃO TEM PROCESSO NO INCRA;TRD  - Despacho de 15/07/2000 - 18/07/2000
1;NORDESTE;MA;VARGEM GRANDE;PENTEADO;01420.000509/2012-16;CERTIFICADA;28/2013;13/03/2013;54230.006877/2009-76 ;
1;NORDESTE;BA;IRAQUARA;POVOADO DOS MORENOS;01420.003633/2012-33;CERTIFICADA;48/2013;18/04/2013;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;IRAQUARA;RIACHO DO MEL;01420.003631/2012-44;CERTIFICADA;48/2013;18/04/2013;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;LAGOA REAL;LAGOA DO ROCHA;01420.012071/2012-19;CERTIFICADA;48/2013;18/04/2013;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MORTUGABA;SÃO DOMINGOS;01420.016562/2012-39;CERTIFICADA;48/2013;18/04/2013;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;ABAETETUBA;RAMAL DO BACURI;01420.000716/2013-51;CERTIFICADA;78/2013;24/05/2013;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;ABAETETUBA | MOJU;MOJU-MIRI;01420.000717/2013-04;CERTIFICADA;78/2013;24/05/2013;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;TRACUATEUA;CIGANO;01420.009495/2012-04;CERTIFICADA;78/2013;24/05/2013;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;BARREIRINHAS;SANTO ANTÔNIO;01420.006157/2012-11;CERTIFICADA;78/2013;24/05/2013;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;LIMA CAMPOS;QUETO;01420.005160/2012-17;CERTIFICADA;78/2013;24/05/2013;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;SENHOR DO BONFIM;CAZUMBA;01420.014329/2012-11;CERTIFICADA;78/2013;24/05/2013;54160.001829/2013-49;
1;NORDESTE;MA;ANAJATUBA;CARRO QUEBRADO;01420.006048/2012-95;CERTIFICADA;109/2013;30/07/2013;54230.000847/2012-51 ;
1;NORDESTE;MA;BARREIRINHAS;CANTINHO;01420.006156/2012-68;CERTIFICADA;109/2013;30/07/2013;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;CURRALINHO;SÃ0 JOSÉ DA POVOAÇÃO DO RI0 MUTUACÁ;01420.001025/2010-22;CERTIFICADA;109/2013;30/07/2013;54100.000038/2007-68;
1;NORTE;PA;BAIÃO;SANTA FÉ e SANTO ANTÔNIO;01420.007657/2013-42;CERTIFICADA;109/2013;30/07/2013;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;BAIÃO | MOCAJUBA | OEIRAS DO PARÁ;ARAQUEMBÁUA, BAIXINHA, CAMPELO, CARARÁ, COSTEIRO, CUPU, FRANÇA, IGARAPÉ PRETO, IGARAPEZINHO, PANPELÔNIA, TEÓFILO e VARZINHA;01420.005299/2013-33;CERTIFICADA;109/2013;30/07/2013;NÃO TEM PROCESSO NO INCRA;
1;CENTRO-OESTE;GO;MIMOSO DE GOIÁS;MIMOSO (QUEIXO DANTAS, FILIPANOS, TIRIRICA, BREJO, BOM JESUS E RETIRO);01420.007524/2013-76;CERTIFICADA;161/2013;19/09/2013;54700.001459/2015-57;
1;CENTRO-OESTE;GO;PADRE BERNARDO;SUMIDOURO (BARRINHA, GROTÃO, IMPUERA, ÁGUA QUENTE, FAZENDA CORRENTE);01420.005777/2013-13;CERTIFICADA;161/2013;19/09/2013;54000.072208/2020-10;
1;NORTE;AM;BARREIRINHA;BOA FÉ;01420.003753/2012-31;CERTIFICADA;176/2013;25/10/2013;54270.000299/2008-15 ;
1;NORTE;AM;BARREIRINHA;SÃO PEDRO;01420.003750/2012-05;CERTIFICADA;176/2013;25/10/2013;54270.000299/2008-15 ;
1;NORTE;AM;BARREIRINHA;TEREZA DO MATUPIRI;01420.003752/2012-96;CERTIFICADA;176/2013;25/10/2013;54270.000299/2008-15 ;
1;NORTE;AM;BARREIRINHA;TRINDADE;01420.003751/2012-41;CERTIFICADA;176/2013;25/10/2013;54270.000299/2008-15 ;
1;NORDESTE;BA;MIRANGABA;PONTO ALEGRE;01420.014331/2012-91;CERTIFICADA;176/2013;25/10/2013;54160.001175/2014-34;
1;NORDESTE;MA;ANAJATUBA | ITAPECURU-MIRIM;QUELUZ;01420.013574/2013-92;CERTIFICADA;221/2013;23/12/2013;NÃO TEM PROCESSO NO INCRA;TITULADO
1;CENTRO-OESTE;GO;IACIARA;EXTREMA;01420.000935/2014-11;CERTIFICADA;41/2014;18/03/2014;54700.001245/2015-81;
1;NORTE;TO;PARANÃ;CLARO, PRATA e OURO FINO;01420.014185/2013-84;CERTIFICADA;41/2014;18/03/2014;54400.000429/2014-27 ;
1;NORDESTE;BA;SÃO FÉLIX;ENGENHO SÃO JOÃO;01420.016126/2013-41;CERTIFICADA;41/2014;18/03/2014;54160.000597/2017-35;
1;NORDESTE;BA;FEIRA DE SANTANA;MATINHA DOS PRETOS;01420.001376/2014-67;CERTIFICADA;61/2014;21/05/2014;54160.004536/2014-02;
1;NORDESTE;MA;BREJO;SÃO BENTO;01420.002021/2014-95;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;CAPINZAL DO NORTE;FUNDAMENTO;01420.013443/2013-13;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;CODÓ;SÃO BENEDITO DOS COLOCADOS;01420.000005/2014-68;CERTIFICADA;61/2014;21/05/2014;54230.002601/2014-86 ;
1;NORDESTE;MA;ICATU;MARUIM;01420.012475/2013-93;CERTIFICADA;61/2014;21/05/2014;54230.005285/2015-85;
1;NORDESTE;MA;ITAPECURU-MIRIM;SATUBINHA;01420.011159/2013-02;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;PEDRO DO ROSÁRIO;IMBIRAL CABEÇA BRANCA;01420.004129/2014-12;CERTIFICADA;61/2014;21/05/2014;54230.000592/2014-99;TITULADO
1;NORDESTE;PE;ALAGOINHA;ALVERNE;01420.005961/2013-55;CERTIFICADA;61/2014;21/05/2014;54140.00230/2015-98;
1;NORDESTE;PE;ALAGOINHA;LAJE DO CARRAPICHO;01420.006217/2013-78;CERTIFICADA;61/2014;21/05/2014;54140.000229/2015-63;
1;NORDESTE;PE;ALTINHO;GUARACIABA;01420.013112/2013-75;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;BOM CONSELHO;LAGOA CUMPRIDA;01420.013110/2013-86;CERTIFICADA;61/2014;21/05/2014;54140.000085/2015-45;
1;NORDESTE;PE;BOM CONSELHO;SÍTIO QUEIMADA GRANDE;01420.000808/2014-12;CERTIFICADA;61/2014;21/05/2014;54140.002163/2014-65;
1;NORDESTE;PE;FLORES;CAVALHADA;01420.010565/2013-40;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;INAJÁ;POÇO DANTAS;01420.013229/2013-59;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;INAJÁ;ENJEITADO;01420.013226/2013-15;CERTIFICADA;61/2014;21/05/2014;54141.000984/2014-57;
1;NORDESTE;PE;SANTA MARIA DA BOA VISTA;SARUÊ;01420.016559/2013-04;CERTIFICADA;61/2014;21/05/2014;54141.000616/2014-17;
1;NORDESTE;BA;ANAGÉ;LAGOA TORTA DOS PRETOS;01420.003277/2014-10;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;VITÓRIA DA CONQUISTA;CACHOEIRA DOS PORCOS;01420.014253/2013-13;CERTIFICADA;61/2014;21/05/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;BELÉM;SERRA DOS BANGAS;01420.005969/2014-01;CERTIFICADA;75/2014;03/07/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;TO;ARRAIAS;FAZENDA LAGOA DOS PATOS E FAZENDAS KÁAGADOS;01420.000745/2014-02;CERTIFICADA;75/2014;03/07/2014;54400.000771/2014-27 ;
1;NORDESTE;MA;CAXIAS;JENIPAPO;01420.007344/2014-75;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ROSÁRIO | SANTA RITA;SANTANA;01420.008401/2014-33;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;TITULADO
1;SUDESTE;MG;BERILO;MORRINHOS;01420.015696/2013-13;CERTIFICADA;87/2014;31/07/2014;54170.005481/2014-21;
1;SUDESTE;MG;CHAPADA DO NORTE;CÓRREGO DA MISERICÓRDIA;01420.004273/2014-59;CERTIFICADA;87/2014;31/07/2014;54170.006804/2014-01;
1;SUDESTE;MG;MINAS NOVAS;GRAVATÁ, MATA DOIS e PINHEIRO;01420.002908/2014-83;CERTIFICADA;87/2014;31/07/2014;54170.006805/2014-48;
1;NORTE;PA;MOJU;CACOAL e ESPÍRITO SANTO;01420.010754/2013-12;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;MOJU;JUQUIRÍ;01420.010752/2013-23;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;TOMÉ-AÇU;FORTE DO CASTELO;01420.011791/2013-48;CERTIFICADA;87/2014;31/07/2014;NÃO TEM PROCESSO NO INCRA;
1;NORTE;TO;MATEIROS;MARGENS DO RIO NOVO, RIACHÃO e RIO PRETO;01420.004622/2014-32;CERTIFICADA;87/2014;31/07/2014;54400.000833/2014-09 ;
1;NORDESTE;BA;ÁGUA FRIA;CURRAL DE FORA;01420.016129/2013-84;CERTIFICADA;93/2014;20/08/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MULUNGU DO MORRO;ALAGADIÇÃO E ALAGADIÇO II;01420.006781/2014-71;CERTIFICADA;93/2014;20/08/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MULUNGU DO MORRO;BAIXA DA CAINANA;01420.006773/2014-25;CERTIFICADA;93/2014;20/08/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MULUNGU DO MORRO;CAATINGA DO EGIDIO;01420.006772/2014-81;CERTIFICADA;93/2014;20/08/2014;54160.000484/2017-23;
1;NORDESTE;BA;MULUNGU DO MORRO;LAGOA DAMASCENO;01420.006771/2014-36;CERTIFICADA;93/2014;20/08/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MULUNGU DO MORRO;LAGOA PRETA;01420.006783/2014-61;CERTIFICADA;93/2014;20/08/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MULUNGU DO MORRO;LAGOA VERMELHA;01420.006774/2014-70;CERTIFICADA;93/2014;20/08/2014;54160.001305/2017-81;
1;NORDESTE;BA;MULUNGU DO MORRO;QUEIMADA DA ONÇA;01420.006777/2014-11;CERTIFICADA;93/2014;20/08/2014;54160.000484/2017-25;
1;NORDESTE;BA;MULUNGU DO MORRO;CALDEIRÃO E ROSENDO;01420.006785/2014-50;CERTIFICADA;93/2014;20/08/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MULUNGU DO MORRO;UMBURANINHA DO DIONÍSIO;01420.006779/2014-01;CERTIFICADA;93/2014;20/08/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MULUNGU DO MORRO;CASCAVEL;01420.006775/2014-14;CERTIFICADA;93/2014;20/08/2014;54160.001304/2017-37;
1;NORDESTE;PE;ALAGOINHA;CAMPO DO MAGÉ;01420.016275/2013-18;CERTIFICADA;93/2014;20/08/2014;54140.000228/2015-45;
1;NORDESTE;BA;OURIÇANGAS;BICA;01420.003168/2013-11;CERTIFICADA;104/2014;24/09/2014;54160.001859/2015-17;
1;NORTE;PA;ACARÁ;ITANCUÃ MIRI;01420.008723/2011-30 ;CERTIFICADA;104/2014;24/09/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;SE;SIMÃO DIAS;SÍTIO ALTO;01420.006394/2014-35;CERTIFICADA;104/2014;24/09/2014;54370.000604/2015-61 ;
1;SUDESTE;MG;PATOS DE MINAS;SÃO SEBASTIÃO;01420.011747/2014-19;CERTIFICADA;112/2014;17/10/2014;54170.006806/2014-92;
1;NORDESTE;BA;JACOBINA;BARAÚNAS DE DENTRO;01420.014281/2013-22;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;LAGES DO BATATA;01420.011789/2013-79;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;CURURUPU;ACRE;01420.011163/2013-62;CERTIFICADA;112/2014;17/10/2014;54230.000414/2007-39 ;
1;NORDESTE;MA;GUIMARÃES;CARAPIRÁ;01420.010205/2014-29;CERTIFICADA;112/2014;17/10/2014;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;CE;PACUJÁ;BATOQUE;01420.001527/2010-53;CERTIFICADA;139/2014;10/12/2014;54130.000059/2016-17;
1;NORDESTE;BA;CAETITÉ;CANGALHA;01420.011570/2013-70;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;AMOLA FACA;01420.001089/2007-28;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;ÁGUA BRANCA;POVOADO DE MOREIRA DE BAIXO;01420.013947/2014-14;CERTIFICADA;19/2015;02/02/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PI;AMARANTE;PERIPERI;01420.016150/2014-61;CERTIFICADA;19/2015;02/02/2015;54000.097022/2021-46;
1;NORDESTE;AL;OLHO D'ÁGUA DO CASADO;ALTO DA BOA VISTA;01420.002004/2015-39;CERTIFICADA;42/2015;07/04/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ITAPECURU-MIRIM;POVOADO CACHOEIRA;01420.010207/2014-18;CERTIFICADA;42/2015;07/04/2015;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;GUANAMBI;QUEIMADAS;01420.015453/2014-66;CERTIFICADA;84/2015;09/06/2015;54160.000484/2017-7;
1;CENTRO-OESTE;MT;POCONÉ;SÃO GONÇALO II;01420.016737/2014-70;CERTIFICADA;84/2015;09/06/2015;54240.002244/2015-18;
1;NORDESTE;PE;ÁGUAS BELAS;SÍTIO SERRA PRETA;01420.003051/2015-08;CERTIFICADA;84/2015;09/06/2015;54140.001769/2015-64;
1;SUDESTE;MG;BERTOPOLIS;PRADINHO;01420.003575/2014-18;CERTIFICADA;191/2015;03/12/2015;54170.004002/2016-11;
1;NORTE;AP;OIAPOQUE;VILA VELHA DO CASSIPORÉ;01420.012605/2013-98;CERTIFICADA;201/2015;30/12/2015;54350.000415/2016-16;
1;NORDESTE;MA;CHAPADINHA;VARGEM DO FORNO;01420.007135/2015-11;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ICATU;TIMBOTITUA;01420.007843/2014-62;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;CANTANHÊDE;01420.003706/2015-30;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;LIMÃO;01420.003707/2015-84;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;POVOADO DE PACHORRA;01420.003705/2015-95;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;SÃO MARCOS;01420.003708/2015-29;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;SÃO GABRIEL;CALEIRA;01420.004821/2014-41;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;ES;JERONIMO MONTEIRO;SÍTIO DOS CRIOULOS;01420.005547/2015-16;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG      ;BONITO DE MINAS         ;VARGEM GRANDE   ;01420.001866/2016-25;CERTIFICADA;104/2016;20/05/2016;54170.008383/2016-15;
1;SUDESTE;MG;JANUÁRIA;SANGRADOURO GRANDE;01420.012042/2014-19;CERTIFICADA;104/2016;20/05/2016;54170.007640/2016-93;
1;SUDESTE;MG;JANUÁRIA;TATU;01420.014732/2013-21;CERTIFICADA;104/2016;20/05/2016;54170.008375/2016-61;
1;SUDESTE;MG;MINAS NOVAS;BEM POSTA;01420.008279/2014-03;CERTIFICADA;104/2016;20/05/2016;54170.008374/2016-16;
1;SUDESTE;MG;SABINÓPOLIS;BARRA/SANTO ANTÔNIO;01420.003040/2015-10;CERTIFICADA;104/2016;20/05/2016;54170.008372/2016-27;
1;NORDESTE;BA;BARRA DA ESTIVA;GINETE;01420.001422/2008-80;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;CAFELÂNDIA;01420.002831/2008-01;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;BANANEIRA;01420.014275/2013-75;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;LÁZARO DO TIMBÓ;01420.013713/2014-69;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;VARGEM COMPRIDA;01420.012712/2015-88;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;SÃO FELIX;QUILOMBO PAU GRANDE E SANTO ANTÔNIO DA JAQUEIRA   ;01420.001893/2016-06;CERTIFICADA;103/2016;20/05/2016;54160.000485/2017-84;
1;NORTE;PA;ACARÁ;ITAPUAMA;01420.015487/2014-51;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;OEIRAS DO PARÁ;IIGARAPÉ ARIRÁ;01420.000729/2016-73;CERTIFICADA;103/2016;20/05/2016;54100.001487/2015-33;
1;SUDESTE;MG;JANUÁRIA;CROATÁ;01420.005869/2016-38;CERTIFICADA;259/2016;17/10/2016;54170.007639/2016-69;
1;NORDESTE;MA;PINHEIRO;SANTA ROSA;01420.005989/2016-35;CERTIFICADA;33/2017;17/01/2017;54230.000648/2007-86;
1;NORDESTE;BA;PINDAÍ;BOI;01420.004917/2016-71;CERTIFICADA;55/2017;03/02/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;IRAQUARA;MEIO CENTRO;01420.003818/2016-71;CERTIFICADA;56/2017;03/02/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;ENTRE RIOS;DOS  PEDROS;01420.012102/2016-65;CERTIFICADA;59/2017;03/02/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;MALHADINHA DE DENTRO;01420.000514/2015-71;CERTIFICADA;60/2017;03/02/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;ENTRE RIOS;CIDADE NOVA;01420.010909/2016-63;CERTIFICADA;61/2017;03/02/2017;NÃO TEM PROCESSO NO INCRA;
1;CENTRO-OESTE;GO;FAINA;ÁGUA LIMPA;01420.013039/2016-84;CERTIFICADA;124/2017;07/04/2017;54000.074733/2018 47;
1;NORDESTE;MA;SÃO VICENTE FERRER;BUENOS AIRES;01420.002701/2017-51;CERTIFICADA;145/2017;25/04/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;SÃO JOAQUIM;01420.002703/2017-41;CERTIFICADA;146/2017;25/04/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;BARRACÃO VELHO;01420.000506/2015-25;CERTIFICADA;178/2017;12/06/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;CAMPESTRE;01420.000507/2015-70;CERTIFICADA;179/2017;12/06/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;SERRINHA;LAGOA DO CURRALINHO;01420.014771/2014-18;CERTIFICADA;214/2017;14/08/2017;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;VIRGEM DA LAPA;LIMOEIRO;01420.013103/2016-27;CERTIFICADA;266/2017;02/10/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;RN;AFONSO BEZERRA;CABEÇO DOS MENDES;01420.001962/2017-54;CERTIFICADA;280/2017;25/10/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PB;SÃO JOÃO DO TIGRE;CACIMBA NOVA;01420.100361/2017-23;CERTIFICADA;299/2017;20/11/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;RN;AFONSO BEZERRA;CURRALINHO;01420.100359/2017-54;CERTIFICADA;15/2018;01/03/2018;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;ES;GUAÇUÍ;CÓRREGO DO SOSSEGO;01420.100046/2018-87;CERTIFICADA;32/2018;08/02/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;COREIA;01420.000510/2015-93;CERTIFICADA;50/2018;08/03/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;ITATIM;ENTRE MORRO;01420.100327/2017-59;CERTIFICADA;91/2018;26/04/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;ITUAÇÚ;CHAPADINHA, DUAS BARRAS E BAIXA FUNDA;01420.100143/2018-70;CERTIFICADA;92/2018;26/04/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JACOBINA;LAGOA DO TIMBÓ;01420.000516/2015-61;CERTIFICADA;93/2018;26/04/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO BENTO;SANTO ANTÔNIO E SÃO FELIPE;01420.101077/2017-74;CERTIFICADA;100/2018;26/04/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO BENTO;RUMO E PEDRA;01420.101078/2017-19;CERTIFICADA;101/2018;26/04/2018;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;BAIÃO;CALADOS;01420.100323/2018-51;CERTIFICADA;118/2018;26/04/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;GENTIO DO OURO;ALAGOINHAS;01420.000959/2010-47;CERTIFICADA;145/2018;29/06/2018;54000.075178/2020-95;
1;SUDESTE;SP;ITARARÉ;FAZENDA SILVÉRIO;01420.004252/2017-86;CERTIFICADA;151/2018;29/06/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;AL;ÁGUA BRANCA;SÍTIO QUEIMADAS;01420.101498/2018-86;CERTIFICADA;184/2018;25/07/2018;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;JANUÁRIA;SÍTIO NOVO;01420.101710/2018-13;CERTIFICADA;192/2018;08/08/2018;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;JANUÁRIA;UMBURANA;01420.101713/2018-49;CERTIFICADA;193/2018;08/08/2018;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;VIRGEM DA LAPA;VEREDA;01420.100851/2018-19;CERTIFICADA;199/2018;15/08/2018;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;ARAÇUAÍ;CÓRREGO QUILOMBO;01420.000495/2015-83;CERTIFICADA;200/2018;17/08/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;BUÍQUE;SÍTIO MUNDO NOVO E FAÇOLA;01420.008719/2015-03;CERTIFICADA;203/2018;17/08/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;CURURUPU;RIO DE PEDRAS;01420.010653/2015-11;CERTIFICADA;217/2018;14/09/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;GENTIO DO OURO;PACHECO;01420.102375/2018-62;CERTIFICADA;237/2018;27/09/2018;54000.028179/2020-41;
1;NORDESTE;BA;GENTIO DO OURO;GREGÓRIO E SILVÉRIO;01420.102373/2018-73;CERTIFICADA;238/2018;01/10/2018;54000.075150/2020-58;
1;NORDESTE;BA;GENTIO DO OURO;ÁGUA DOCE;01420.102372/2018-29;CERTIFICADA;240/2018;27/09/2018;54000.075192/2020-99;
1;NORDESTE;RN;ANGICOS;LIVRAMENTO;01420.102289/2018-50;CERTIFICADA;250/2018;26/10/2018;54000.090371/2019-12;
1;NORDESTE;BA;CANSANÇÃO;JATOBÁ;01420.102758/2018-31;CERTIFICADA;254/2018;26/10/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;ANTAS;RASO VELOSO;01420.102155/2018-39;CERTIFICADA;261/2018;08/11/2018;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;FILADÉLFIA;BARREIRA DA PEDRA I E II;01420.102335/2018-11;CERTIFICADA;262/2018;08/11/2018;NÃO TEM PROCESSO NO INCRA;
